"cnpj","endereco","numero","complemento","bairro","cd_municipio","uf","cep"
"07005696000198","SHC/SW CLSW 300-B BLOCO 02 TERREO LOJA 09","09","","SUDOESTE","9701","DF","70673076"
"37885672000131","QNP 13 CONJUNTO B S/N","S/N","LOTE  01                  LOJA  03 E 04","CEILANDIA NORTE (CEILANDIA)","9701","DF","72241302"
"39323643000101","C 7 08","08","APT 205","TAGUATINGA CENTRO (TAGUATINGA)","9701","DF","72010070"
"40132369000172","RUA 05 CHACARA 101/1 LOTE 03A","03A","LOJA  03","SETOR HABITACIONAL VICENTE PIRES","9701","DF","72006075"
"40175001000191","07 LOTE ESPECIAL LE 04","LE 04","SALA  105","SOBRADINHO","9701","DF","73035070"
"40982154000140","DAS FIGUEIRAS 2-4","2-4","LOJA 04;COND FIGUEIRAS RESIDENCE E MALL","NORTE (AGUAS CLARAS)","9701","DF","71906750"
"42810524000198","RUA 4C CHACARA 3 LT 19","LT 19","APT 103","SETOR HABITACIONAL VICENTE PIRES - TRECHO 3","9701","DF","72001165"
"43416686000109","QNL 19 CONJUNTO D 07","07","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72152004"
"41890089000196","SGAS 610 CONJUNTO F BLOCO 01 S/N","S/N","SALA  134","ASA SUL","9701","DF","70200610"
"46197339000120","CLN 310 BLOCO B 3","3","SALA 212;SETOR CABINE 03","ASA NORTE","9701","DF","70756520"
"48199604000135","SHIS QI 5 CONJUNTO 3 1","1","","SETOR DE HABITACOES INDIVIDUAIS SUL","9701","DF","71615030"
"49003302000102","QNB 6 40","40","LOJA 01","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72115060"
"60392161000108","QSC 19 CHACARA 26 CONJUNTO M LOTE 03","03","","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72017305"
"57831080000144","QI 3 1103","1103","APT 1103","SETOR INDUSTRIAL (TAGUATINGA)","9701","DF","72135030"
"58782488000136","QUADRA 32 3","3","","DEL LAGO I (ITAPOA)","9701","DF","71591310"
"59131975000100","QUADRA 18 CONJUNTO N --","--","CASA 1","PARANOA","9701","DF","71571814"
"59134269000103","DAS FIGUEIRAS 56/57","56/57","LOJA 56/57;QUADRA 101","NORTE (AGUAS CLARAS)","9701","DF","71906750"
"35751422000183","QNM 22 CONJUNTO J 21","21","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210230"
"59136332000140","CA 5 S/N","S/N","BLOCO 1;EDIF UNIQUE;SALA 201","SETOR DE HABITACOES INDIVIDUAIS NORTE","9701","DF","71503505"
"59136535000137","QUADRA 2 CONJUNTO 10 08","08","","SETOR NORTE (VILA ESTRUTURAL)","9701","DF","71258150"
"59138363000130","QR 316 CONJUNTO 7 S/N","S/N","LOTE 01;EDIF AVENIDA;ANEXO PARTE A","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72308607"
"64390000000128","QNN 4 CONJUNTO G SN","SN","LOTE 54","CEILANDIA SUL","9701","DF","72220047"
"50711669000160","GOMES RABELO LJ B","LJ B","","SETOR TRADICIONAL (PLANALTINA)","9701","DF","73330015"
"59139724000163","51 231","231","CASA 231","VILA NOVA (SAO SEBASTIAO)","9701","DF","71693154"
"59141944000121","QS 8 CONJUNTO 230 08","08","BLOCO C","AREAL (AGUAS CLARAS)","9701","DF","71976180"
"59144414000137","QMS 28 05","05","CASA;CASA;CASA;CASA","SETOR DE MANSOES DE SOBRADINHO","9701","DF","73081565"
"28211438000138","AVENIDA PAU BRASIL LT 10 S/N","S/N","EDIF  LE QUARTIER         SALA  1004","AGUAS CLARAS","9701","DF","71926000"
"59145301000156","QNE 8 17","17","CASA 17","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72125080"
"28287053000154","QNF 23 SN","SN","LOTE 40;LOJA 03","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72125730"
"59147532000107","RUA 8 CHACARA 325 12","12","","VILA SAO JOSE (VICENTE PIRES)","9701","DF","72003325"
"59148657000143","CSB 2 LOTES 1/4 PA15","PA15","","TAGUATINGA CENTRO (TAGUATINGA)","9701","DF","72015901"
"59149683000196","DF-150 KM 5 01","01","COND VILA ROSADA;CONJ H","SETOR HABITACIONAL CONTAGEM (SOBRADINHO)","9701","DF","73090924"
"26567692000148","QUADRA 2 CONJUNTO D-13 23","23","CASA","SOBRADINHO","9701","DF","73015413"
"59151325000118","QR 321 CONJUNTO 12 28","28","","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72309312"
"59151379000183","SQS 102 BLOCO I 104","104","APT","ASA SUL","9701","DF","70330090"
"59152079000119","QMS 60 SN","SN","LOTE 07","SETOR DE MANSOES DE SOBRADINHO","9701","DF","73082590"
"59153184000172","QR 506 CONJUNTO 11 01","01","","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72312111"
"59153694000140","QNN 39 CONJUNTO E 01","01","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72225395"
"59153785000185","QNP 26 CONJUNTO R 00","00","CASA 50;LOJA 02","CEILANDIA SUL (CEILANDIA)","9701","DF","72235618"
"59154087000102","QUADRA 20 64","64","","SETOR LESTE (GAMA)","9701","DF","72460200"
"59154200000141","QR 1-A CONJUNTO RT 05","05","","CANDANGOLANDIA","9701","DF","71727140"
"64389526000198","QUADRA 301 204","204","BLOCO BLOCO","ITAPOA PARQUE (ITAPOA)","9701","DF","71592000"
"05215473000120","QI 8 CONJ K CASA 32","32","","GUARA","9701","DF","71010115"
"12294769000149","QMS 28 2A","2A","COND R 22;LOTE","SETOR DE MANSOES DE SOBRADINHO","9701","DF","73081565"
"12662975000164","CSD 05 LOTE 09 LOJA 02","02","","TAGUATINGA SUL","9701","DF","72020055"
"19004124000173","SHC/SW CLSW 303 BLOCO C ENT. 18/20 SALA 106","106","PAVMTOPAVIMENTO SUPERIOR","SETOR SUDOESTE","9701","DF","70673623"
"19884011000100","QR 429 CONJUNTO 4 5","5","CASA 5","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72329004"
"20031320000116","QR 106 CONJUNTO 11 SN","SN","CASA 08","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72302111"
"22094345000194","21 50","50","LOJA 50","VILA SAO JOSE (SAO SEBASTIAO)","9701","DF","71693022"
"23811982000105","QUADRA 30 SN","SN","CASA  20","SETOR OESTE (GAMA)","9701","DF","72420300"
"24189691000181","CLSW 101 BLOCO A 102","102","","SETOR SUDOESTE","9701","DF","70670501"
"24829933000154","QN 18 CONJUNTO 1 SN","SN","CASA 14","RIACHO FUNDO II","9701","DF","71881701"
"26425936000158","RUA 3 CHACARA 81 LT 12","LT 12","SALA 101","SETOR HABITACIONAL VICENTE PIRES","9701","DF","72005750"
"27567016000137","RUA (RESIDENCIAL PORTO PILAR) 600 LOTE 601 S/N","S/N","BLOCO D;APT 207","SETOR MEIRELES (SANTA MARIA)","9701","DF","72583400"
"28803562000192","QNL AE 01","01","BANCA 18","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72150000"
"29394976000178","QL 3 CONJUNTO G 12","12","","ITAPOA II","9701","DF","71590585"
"29820783000131","HABITACIONAL SOL NASCENTE CH 51","CH 51","CONJ H;LOTE 18","CEILANDIA SUL (CEILANDIA)","9701","DF","72236800"
"30108136000180","QUADRA 27 CONJUNTO D 01","01","","PARANOA","9701","DF","71572704"
"31133171000112","QS 8 CONJUNTO 7 36","36","QUADRA","RIACHO FUNDO II","9701","DF","71884344"
"32792220000191","QNN 4 CONJUNTO K sn","sn","CASA 40","CEILANDIA SUL (CEILANDIA)","9701","DF","72220051"
"33028354000101","QN 14A 105","105","","RIACHO FUNDO II","9701","DF","71881110"
"35937722000151","QUADRA 11 CONJUNTO 7 11","11","CASA","SETOR RESIDENCIAL LESTE (PLANALTINA)","9701","DF","73355107"
"41465735000178","QR 1-A CONJ RT LOTE 02","02","","CANDANGOLANDIA","9701","DF","71727100"
"55482423000187","COPAIBA LOTE 01","01","BLOCO B                   SALA  1714","NORTE (AGUAS CLARAS)","9701","DF","71919540"
"41942888000169","QUADRA 301 CONJUNTO 1 LOTES 3,4 E 5 LOJA 08","08","","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72300531"
"42003416000103","QS 1 RUA 212 SN","SN","LOTE  LT 19/21/23         BLOCO D                   SALA  3015","AREAL (AGUAS CLARAS)","9701","DF","71950550"
"55811266000106","9 142","142","","SETOR OESTE (SOBRADINHO II)","9701","DF","73060659"
"45470535000164","2 CONJUNTO D 23","23","","ARAPOANGA (PLANALTINA)","9701","DF","73368334"
"66615025000108","QNE 2 28","28","","TAGUATINGA NORTE","9701","DF","72125020"
"50126199000177","QNH 10 01","01","LOJA 04, PARTE A","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72130600"
"51048010000138","CLSW 302 BLOCO B SN","SN","BLOCO B;PAVMTO SUBSOLO;LOJA 55","SETOR SUDOESTE","9701","DF","70673612"
"51471042000141","SHIN QL 6 CONJUNTO 5 18","18","CASA","SETOR DE HABITACOES INDIVIDUAIS NORTE","9701","DF","71520055"
"52918198000190","SHA CONJUNTO 6 451","451","LOTE 4A","SETOR HABITACIONAL ARNIQUEIRA (AGUAS CLARAS)","9701","DF","71996010"
"53320467000185","QN 15E 0","0","LOTE 22","RIACHO FUNDO II","9701","DF","71881350"
"53726205000115","QNO 18 CONJUNTO 70 14","14","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72260870"
"53826469000140","QI 12 CONJUNTO I CS 124 S/N","S/N","","GUARA I","9701","DF","71010099"
"54454606000126","QNA 47 LOTE 01","01","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72110470"
"56923673000178","DAS ARAUCARIAS LOTES 4530, 4750 E 4790","4790","TERREOPRACA DAS GARCAS    LOTE  2 4 6 8 E 10        LOJA  23","SUL (AGUAS CLARAS)","9701","DF","71936250"
"58502435000114","AR 16 23","23","CASA","SETOR OESTE (SOBRADINHO II)","9701","DF","73065160"
"54133127000108","01 RUA 210 S/N","S/N","LOTE  40                  SALA  404                 ANDAR 4 TORRE A","TAGUATINGA","9701","DF","71950904"
"36620537000100","SHLS QUADRA 716 S/N","S/N","CONJ  A                   BLOCO B                   LOJA  03","ASA SUL","9701","DF","70390906"
"18421077000109","315 31","31","","DEL LAGO II (ITAPOA)","9701","DF","71593225"
"59161915000121","QNP 26 CONJUNTO R 04","04","LOTE","CEILANDIA SUL (CEILANDIA)","9701","DF","72235618"
"47369543000144","QS 6 CONJUNTO 3 35","35","LOJA 02","RIACHO FUNDO I","9701","DF","71820603"
"59164217000180","QR 2 CONJUNTO E 68","68","","CANDANGOLANDIA","9701","DF","71725205"
"59164813000160","DO BOA RUA NACIONAL 01","01","LOTE 01","VILA DO BOA (SAO SEBASTIAO)","9701","DF","71697333"
"61609163000160","SMLN MI TRECHO 07 9","9","","SETOR DE MANSOES DO LAGO NORTE","9701","DF","71540075"
"59167820000115","DF-150 KM 5 21","21","CASA 21;APT 02","SETOR HABITACIONAL CONTAGEM (SOBRADINHO)","9701","DF","73090909"
"69251645000101","CRS 513 BLOCO C 18","18","","ASA SUL","9701","DF","70380530"
"59169816000196","2 301","301","CONJ B","SAO FRANCISCO (SAO SEBASTIAO)","9701","DF","71693302"
"59170045000157","QUADRA 202 39","39","","DEL LAGO II (ITAPOA)","9701","DF","71593050"
"59170674000187","QS 110 CONJUNTO 6 LOTES 4/5","4/5","SALA  710","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72302536"
"65237705000172","QUADRA 405 CONJUNTO 10 24","24","","RECANTO DAS EMAS","9701","DF","72631110"
"59173071000139","27 CONJUNTO B 17","17","","RESIDENCIAL DO BOSQUE (SAO SEBASTIAO)","9701","DF","71694050"
"59175627000126","BASEVI AR 02 15","15","","NUCLEO RURAL LAGO OESTE (SOBRADINHO)","9701","DF","73100705"
"59177027000105","18 200","200","","VILA NOVA (SAO SEBASTIAO)","9701","DF","71693121"
"59177587000151","RUA 4A BLOCOS 2 E 3 02","02","LOJA 02","SETOR HABITACIONAL VICENTE PIRES","9701","DF","72006206"
"59177935000190","QUADRA 18 CONJUNTO 12 19","19","","PARANOA","9701","DF","71571816"
"59178130000161","QNN 4 CONJUNTO K 40","40","","CEILANDIA SUL (CEILANDIA)","9701","DF","72220051"
"59178294000199","QI 18 SN","SN","LOTE 52/53;ANDAR 1;BLOCO B","SETOR INDUSTRIAL (TAGUATINGA)","9701","DF","72135180"
"59179245000170","CAUB I 72","72","","RIACHO FUNDO II","9701","DF","71884690"
"64389975000136","EQNM 36/38 BLOCO E 102","102","","TAGUATINGA NORTE","9701","DF","72145515"
"09382786000123","QNL 10 CONJUNTO E S/N","S/N","LOTE 17","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72156105"
"11685943000111","QC 3 RUA D SN","SN","CASA 29","JARDINS MANGUEIRAL (JARDIM BOTANICO)","9701","DF","71687270"
"13561830000130","QR 406 CONJUNTO 7 cs 19","cs 19","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72318207"
"14381441000195","QNP 19 CONJUNTO J SN","SN","CASA 13","CEILANDIA NORTE (CEILANDIA)","9701","DF","72241810"
"18438144000190","QNP 14 CONJUNTO F SN","SN","LOTE 48","CEILANDIA SUL (CEILANDIA)","9701","DF","72231406"
"18899910000113","CNB 13 02","02","LOTE ;BLOCO A;LOJA 02","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72115135"
"20170583000106","SAN DIEGO 289","289","SUBSL ;LOJA 01","SETOR HABITACIONAL JARDIM BOTANICO","9701","DF","71680362"
"21641098000136","EQNP (COMERCIO) 26/30 BLOCO A 01","01","LOTE 01","CEILANDIA SUL (CEILANDIA)","9701","DF","72235541"
"21651109000169","QS 1 RUA 210 1703","1703","LOTE 34/36 TORRE 3","AREAL (AGUAS CLARAS)","9701","DF","71950770"
"21964186000179","QN 5 CONJUNTO 14 08","08","CASA 08","RIACHO FUNDO I","9701","DF","71805414"
"22184797000167","BAHIA (Q 88,87,99,100,102,108,109,113) LT 01","LT 01","APT 102","SETOR SUL (PLANALTINA)","9701","DF","73330108"
"22469643000111","QNB 12 SN","SN","LOJA 06;LOTE 37/39","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72115120"
"22801729000108","CLS 407 BLOCO C 30","30","LOJA;","ASA SUL","9701","DF","70256530"
"22811571000149","QS 14 CONJUNTO 6A LT 26","LT 26","","RIACHO FUNDO I","9701","DF","71825406"
"25105283000167","QNL 9 BLOCO B 327","327","APT","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72151012"
"26389880000123","QNH 5 SN","SN","LOTE 01 LOJA 01","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72130550"
"28712764000129","QS 7 RUA 210 SN","SN","CASA 2","AREAL (AGUAS CLARAS)","9701","DF","71968000"
"29964811000194","QNN 4 CONJUNTO M 27","27","CASA 027","CEILANDIA SUL (CEILANDIA)","9701","DF","72220053"
"30359562000197","QUADRA 106 CONJUNTO 5 16","16","","RECANTO DAS EMAS","9701","DF","72601209"
"62031094000113","QUADRA 203 65","65","","DEL LAGO II (ITAPOA)","9701","DF","71593060"
"30792795000189","PARQUE AGUAS CLARAS 55","55","APT 1005 BLOCO A","NORTE (AGUAS CLARAS)","9701","DF","71906500"
"31048443000186","QUADRA 40 137","137","","SETOR LESTE (GAMA)","9701","DF","72465400"
"31285020000180","QNM 40 CONJUNTO C2 C2","C2","CASA 20","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72146033"
"32224892000109","QUADRA 7 72","72","LOJA 05","SETOR OESTE (GAMA)","9701","DF","72425070"
"33352525000145","QNN 8 CONJUNTO I 07","07","CONJ CONJUNTO I","CEILANDIA SUL (CEILANDIA)","9701","DF","72220089"
"33637891000140","QN 5 CONJUNTO 9 29","29","LOJA 03","RIACHO FUNDO I","9701","DF","71805409"
"33811244000103","QUADRA 04, CONJUNTO 05, LOTE 02","02","LOJA  01","SETOR LESTE (VILA ESTRUTURAL)","9701","DF","71261475"
"34315350000169","CLN 307 BLOCO E 28","28","","ASA NORTE","9701","DF","70746550"
"34458031000102","SGAS 915 BLOCO A CONJUNTO B SALA 01","01","","ASA SUL","9701","DF","70390150"
"19542479000116","QR 316 CONJUNTO P 27","27","LOJA 02","SANTA MARIA","9701","DF","72546616"
"35316969000150","QNA 27 06","06","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72110270"
"36270802000169","CENTRAL BLOCOS (LADO PAR) 294/372 01","01","","NUCLEO BANDEIRANTE","9701","DF","71720500"
"36660362000156","1 CONJUNTO 2 LOTE 1 BLOCO D 412","412","ANDAR 402;APT BLOCO D ;ANDAR 4;APT 402","PARANOA PARQUE (PARANOA)","9701","DF","71587058"
"65646326000136","QNN 23 CONJUNTO O 33","33","","CEILANDIA NORTE","9701","DF","72225245"
"40097524000167","CENTRAL CONJUNTO 20 07","07","CASA CASA","SETOR OESTE (SOBRADINHO II)","9701","DF","73062820"
"40372003000170","QSD 51 51","51","CONJ 44","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72020510"
"41929313000106","CNB 10 702","702","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72115105"
"42357237000174","QR 327 CONJUNTO 5 20","20","CASA 20","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72311105"
"45293257000117","QN 122 CONJUNTO 15 5,6,7","5,6,7","LOJA 30","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72304116"
"45830245000184","PONTE ALTA NORTE 148","148","CONJ K;LOTE 148","PONTE ALTA NORTE (GAMA)","9701","DF","72427010"
"46103635000115","BAHIA (Q 88,87,99,100,102,108,109,113) 01","01","QUADRA 88;LOTE 01","SETOR SUL (PLANALTINA)","9701","DF","73330108"
"28900480000166","SHIN QI 5 CONJUNTO 3 24","24","","SETOR DE HABITACOES INDIVIDUAIS NORTE","9701","DF","71505730"
"49233339000127","CLN 7 BLOCO G (COMERCIO) LOTE 04","04","SALA  302","RIACHO FUNDO I","9701","DF","71805547"
"49553216000173","CLSW 101 BLOCO B S/N","S/N","LOJA  16","SETOR SUDOESTE","9701","DF","70670502"
"52005361000124","QUADRA 20 11","11","QUADRA 20;LOTE 11","NOSSA SENHORA DE FATIMA (PLANALTINA)","9701","DF","73365067"
"57716279000121","AOS 2 261","261","COND TERRACO SHOPPING;LOTE 05","AREA OCTOGONAL","9701","DF","70660020"
"57734932000185","QNM 3 CONJUNTO A 22","22","","CEILANDIA SUL (CEILANDIA)","9701","DF","72215031"
"57390331000100","SGAS 616 117","117","BLOCO B;SALA 134;COND LINEA VITTA","ASA SUL","9701","DF","70200760"
"57743580000124","QNR 2 CONJUNTO I 31","31","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72275268"
"65553665000178","QUADRA 30 CONJUNTO F 02","02","","PARANOA","9701","DF","71573026"
"63166068000165","QUADRA 29 41","41","","SETOR LESTE (GAMA)","9701","DF","72460290"
"59180768000137","SHA CONJUNTO 1 CHACARA 54B 25","25","","SETOR HABITACIONAL ARNIQUEIRA (AGUAS CLARAS)","9701","DF","71993160"
"59180923000115","QUADRA 12 LOTE40","LOTE40","","SETOR NORTE (BRAZLANDIA)","9701","DF","72710120"
"59181113000183","312 05","05","","DEL LAGO II (ITAPOA)","9701","DF","71593210"
"59181789000177","QR 106 CONJUNTO 16 14","14","LOTE 14;LOJA 02","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72302117"
"59185360000158","QNN 8 CONJUNTO F 20A","20A","","CEILANDIA SUL (CEILANDIA)","9701","DF","72220086"
"59186161000164","CLN 210 BLOCO C S/N","S/N","SALA 101","ASA NORTE","9701","DF","70862530"
"62365753000158","SUCUPIRA 08","08","CASA","ENGENHO DAS LAGES (GAMA)","9701","DF","72492018"
"59189419000186","CLS 313 BLOCO C 03","03","LOJA","ASA SUL","9701","DF","70382530"
"59190666000100","QSE 2 15","15","APT;APT;APT;APT","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72025020"
"59192022000143","SCS QUADRA 6 BLOCO A LOTE 71 414","414","","ASA SUL","9701","DF","70326900"
"63166340000107","QR 604 CONJUNTO 6-A 0","0","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72322107"
"59193509000140","QUADRA 3 CONJUNTO 3L 36","36","","JARDIM RORIZ (PLANALTINA)","9701","DF","73340312"
"59193529000111","DO CAIC 311","311","","SETOR TRADICIONAL (SAO SEBASTIAO)","9701","DF","71691152"
"59194311000181","SCSV QUADRA 1 CONJUNTO 2 8","8","","SETOR LESTE (VILA ESTRUTURAL)","9701","DF","71262110"
"59194416000130","QUADRA 16 CONJUNTO H 39","39","","PARANOA","9701","DF","71571608"
"59195866000148","3 L0TE 3","L0TE 3","","DEL LAGO I (ITAPOA)","9701","DF","71591165"
"59196922000169","QN 5C CONJUNTO 3 13","13","","RIACHO FUNDO II","9701","DF","71880533"
"59197862000107","QR 204 18","18","CONJ 14;CASA","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72316080"
"59199940000102","QUADRA 24 65","65","CASA","SETOR OESTE (GAMA)","9701","DF","72420240"
"20465418000181","EQS 414/415 SN","SN","LOTE 1;BLOCO A;SALA 119","ASA SUL","9701","DF","70297400"
"65718583000136","QUADRA 2 CONJUNTO A-4 6","6","CASA","SOBRADINHO","9701","DF","73015104"
"59202593000111","QUADRA 29 CONJUNTO P 27","27","","PARANOA","9701","DF","71573016"
"08957921000159","08 CONJUNTO A LOTE 24 PARTE A S/N","S/N","","SOBRADINHO","9701","DF","73005081"
"59203039000159","MORRO DA CRUZ 6","6","","RESIDENCIAL MORRO DA CRUZ (SAO SEBASTIAO)","9701","DF","71693500"
"65744037000170","SEPN 516 103 A","103 A","","ASA NORTE","9701","DF","70770520"
"65656637000186","QNM 40 CONJUNTO F 17","17","","TAGUATINGA NORTE","9701","DF","72146006"
"11681274000100","QNO 1 CONJUNTO F 46","46","LOTE","CEILANDIA NORTE","9701","DF","72250106"
"12495141000101","QI 16 BLOCO B 23","23","","GUARA I","9701","DF","71015622"
"12518899000118","QNO 7 CONJUNTO B 30","30","","CEILANDIA NORTE","9701","DF","72251702"
"12944568000140","QUADRA D CONJUNTO D-4 D","D","CONJ D4;CASA 09","VILA NOSSA SENHORA DE FATIMA","9701","DF","73340744"
"13262083000139","QS 16 CONJUNTO 5A 16","16","","RIACHO FUNDO II","9701","DF","71884581"
"13889728000168","AGRICOLA SAMAMBAIA 66B","66B","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72110600"
"14548599000107","QS 8 LT19","LT19","APT 103","AREAL (AGUAS CLARAS)","9701","DF","71973100"
"15707723000100","12 12","12","LOTE 321 ;LOJA 01","VILA NOVA (SAO SEBASTIAO)","9701","DF","71693112"
"16941615000152","14 35","35","CASA ;CASA ;CASA ;CASA ;CASA","VILA SAO JOSE (SAO SEBASTIAO)","9701","DF","71693015"
"17485496000133","QUADRA 205 CONJUNTO 4 05","05","","SETOR RESIDENCIAL OESTE (SAO SEBASTIAO)","9701","DF","71691437"
"20194371000169","SCLRN 705 BLOCO D 33","33","","ASA NORTE","9701","DF","70730554"
"20612279000171","QUADRA 38 16","16","LOTE 16 LOJA 01","SETOR LESTE (GAMA)","9701","DF","72465380"
"20991967000190","CLN 116 BLOCO I S/N","S/N","LOJA 55","ASA NORTE","9701","DF","70773590"
"23148234000186","QN 5C CONJUNTO 9 101","101","LOTE 01;BLOCO A;APT 101","RIACHO FUNDO II","9701","DF","71880539"
"23555761000105","QNB 16 208","208","LOTE 01 SALA 208 - EDIFICIO NOLETO","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72115160"
"63303013000150","QUADRA 203 CONJUNTO 8 5","5","","SETOR RESIDENCIAL OESTE (SAO SEBASTIAO)","9701","DF","71692622"
"24743943000172","QNA 30 8","8","SALA 203","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72110300"
"24889309000142","QUADRA 201 CONJUNTO 15 16","16","","RECANTO DAS EMAS","9701","DF","72610115"
"27234729000189","JEQUITIBA S/N","S/N","ANDAR SUBSOLO             LOTE  685                 SALA  19","SUL (AGUAS CLARAS)","9701","DF","71929540"
"27480945000104","6 (CONDOMINIO BURITIS) 28","28","LOJA","SETOR OESTE (SOBRADINHO II)","9701","DF","73060656"
"27834820000135","QNN 17 CONJUNTO E 03","03","LOTE 03;SALA 102","CEILANDIA NORTE (CEILANDIA)","9701","DF","72225175"
"28184584000111","AOS 2 BLOCO B SN","SN","","AREA OCTOGONAL","9701","DF","70660022"
"28617050000131","QNL 15 BLOCO F 18","18","CASA ;CASA ;CASA ;CASA","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72151616"
"29862260000158","QNM 18 CONJUNTO G 07","07","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210187"
"21373970000102","QNN 18 CONJUNTO H S/N","S/N","LOTE 05;LOJA 02","CEILANDIA SUL (CEILANDIA)","9701","DF","72220188"
"30955952000120","QUADRA 3 AREA ESPECIAL 4 LJ 03","LJ 03","","SOBRADINHO","9701","DF","73030046"
"30959299000177","QUADRA 4 CONJUNTO H SN","SN","","VEREDAS (BRAZLANDIA)","9701","DF","72725408"
"31063877000155","ADE 200 CONJUNTO 1 LOTE 01","01","","RECANTO DAS EMAS","9701","DF","72610001"
"31185177000133","PAULO ARANTES QUADRA 4 10","10","","RIACHO FUNDO I","9701","DF","71828640"
"59874344000172","QI 6 BLOCO T 304","304","","GUARA I","9701","DF","71010204"
"33017727000130","CND 1 05","05","LOTE 01;LOJA 05","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72120015"
"33728089000166","CLSW 102 BLOCO A 55","55","SUBSL","SETOR SUDOESTE","9701","DF","70670511"
"33812909000101","QR 106 CONJUNTO 11 04","04","","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72302111"
"35080608000158","QUADRA 30 07","07","APT 201","PARANOA","9701","DF","71573020"
"36777499000195","AR 10 CONJUNTO 2 28","28","","SETOR OESTE (SOBRADINHO II)","9701","DF","73062102"
"64390488000193","QNP 23 CONJUNTO A 03","03","","CEILANDIA NORTE","9701","DF","72242051"
"39275768000103","QMSW 2 SN","SN","CONJ B;APT 102","SETOR SUDOESTE","9701","DF","70680200"
"60043386000140","QR 210 CONJUNTO 20 17","17","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72316221"
"40555524000163","QUADRA 13 CONJUNTO A 13","13","CONJ A","PARANOA","9701","DF","71571301"
"41813004000176","EQNL 13/15 BLOCO B 105","105","SALA","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72151512"
"42809862000100","30 01","01","LOJA 2B","NORTE (AGUAS CLARAS)","9701","DF","71918180"
"47280997000144","JEQUITIBA 685","685","LOJA 02 E 28","SUL (AGUAS CLARAS)","9701","DF","71929540"
"48911402000174","SETOR P QNP 13 CJ T LT 49 S/N","S/N","SALA  202","CEILANDIA","9701","DF","72241320"
"45316606000179","QR 410 CONJUNTO 1 SN","SN","APT 101","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72320001"
"52438188000158","SHC/SUL QD 215 BLOCO B LOJA 17 PARTE SLJ SN","SN","","ASA SUL","9701","DF","70294520"
"53454471000136","QUADRA 6 CONJUNTO 6K 6","6","","JARDIM RORIZ (PLANALTINA)","9701","DF","73340611"
"54127820000178","QUADRA 8 CONJUNTO F 28","28","","SOBRADINHO","9701","DF","73005086"
"57465151000132","QNM 34 AREA ESPECIAL 1 816","816","SALA 816","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72145450"
"57902255000167","EQ 31/33 620","620","SALA","GUARA II","9701","DF","71065315"
"58728082000175","QSE 10 LT 31","LT 31","","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72025100"
